# Profil de ElecX au temps 3.000000000000013e-12 
# simu : /Volumes/MERCURE/JOBS/Zeq2_tanh_50mic_3p5e21_B0_20ps/GNU/ElecX@y-c.set
# col 0 : abscisse (um)
# col 1 : ElecX (V/m)
0.00000000e+00	0.00000000e+00
1.00000000e+00	2.85876720e+02
2.00000000e+00	-1.05822484e+02
3.00000000e+00	-7.52931203e+01
4.00000000e+00	3.07266380e+01
5.00000000e+00	1.09056233e+01
6.00000000e+00	6.84313292e+00
7.00000000e+00	5.78228204e+00
8.00000000e+00	5.26606146e+00
9.00000000e+00	4.94560401e+00
1.00000000e+01	4.73665395e+00
1.10000000e+01	4.60570287e+00
1.20000000e+01	4.53478761e+00
1.30000000e+01	4.51227785e+00
1.40000000e+01	4.52985436e+00
1.50000000e+01	4.58155633e+00
1.60000000e+01	4.66253126e+00
1.70000000e+01	4.76925190e+00
1.80000000e+01	4.89882485e+00
1.90000000e+01	5.04898064e+00
2.00000000e+01	5.21788008e+00
2.10000000e+01	5.40416256e+00
2.20000000e+01	5.60666405e+00
2.30000000e+01	5.82453306e+00
2.40000000e+01	6.05718086e+00
2.50000000e+01	6.30407512e+00
2.60000000e+01	6.56494059e+00
2.70000000e+01	6.83959982e+00
2.80000000e+01	7.12800560e+00
2.90000000e+01	7.43015984e+00
3.00000000e+01	7.74621441e+00
3.10000000e+01	8.07634257e+00
3.20000000e+01	8.42082184e+00
3.30000000e+01	8.78000906e+00
3.40000000e+01	9.15422111e+00
3.50000000e+01	9.54399133e+00
3.60000000e+01	9.94975483e+00
3.70000000e+01	1.03720152e+01
3.80000000e+01	1.08113989e+01
3.90000000e+01	1.12685195e+01
4.00000000e+01	1.17439894e+01
4.10000000e+01	1.22385647e+01
4.20000000e+01	1.27529633e+01
4.30000000e+01	1.32879504e+01
4.40000000e+01	1.38443777e+01
4.50000000e+01	1.44230715e+01
4.60000000e+01	1.50249204e+01
4.70000000e+01	1.56508879e+01
4.80000000e+01	1.63019673e+01
4.90000000e+01	1.69791879e+01
5.00000000e+01	1.76835399e+01
5.10000000e+01	1.84162537e+01
5.20000000e+01	1.91783993e+01
5.30000000e+01	1.99712570e+01
5.40000000e+01	2.07960250e+01
5.50000000e+01	2.16540822e+01
5.60000000e+01	2.25467355e+01
5.70000000e+01	2.34754471e+01
5.80000000e+01	2.44417048e+01
5.90000000e+01	2.54470055e+01
6.00000000e+01	2.64930288e+01
6.10000000e+01	2.75813886e+01
6.20000000e+01	2.87138225e+01
6.30000000e+01	2.98922051e+01
6.40000000e+01	3.11183482e+01
6.50000000e+01	3.23942934e+01
6.60000000e+01	3.37219747e+01
6.70000000e+01	3.51036266e+01
6.80000000e+01	3.65413790e+01
6.90000000e+01	3.80375943e+01
7.00000000e+01	3.95946232e+01
7.10000000e+01	4.12149794e+01
7.20000000e+01	4.29012933e+01
7.30000000e+01	4.46561473e+01
7.40000000e+01	4.64824680e+01
7.50000000e+01	4.83831537e+01
7.60000000e+01	5.03611894e+01
7.70000000e+01	5.24198017e+01
7.80000000e+01	5.45622797e+01
7.90000000e+01	5.67920329e+01
8.00000000e+01	5.91125918e+01
8.10000000e+01	6.15277457e+01
8.20000000e+01	6.40413301e+01
8.30000000e+01	6.66573200e+01
8.40000000e+01	6.93799436e+01
8.50000000e+01	7.22135670e+01
8.60000000e+01	7.51627115e+01
8.70000000e+01	7.82320365e+01
8.80000000e+01	8.14265682e+01
8.90000000e+01	8.47512799e+01
9.00000000e+01	8.82116321e+01
9.10000000e+01	9.18130285e+01
9.20000000e+01	9.55613261e+01
9.30000000e+01	9.94624741e+01
9.40000000e+01	1.03522685e+02
9.50000000e+01	1.07748539e+02
9.60000000e+01	1.12146750e+02
9.70000000e+01	1.16724301e+02
9.80000000e+01	1.21488589e+02
9.90000000e+01	1.26447237e+02
1.00000000e+02	1.31608128e+02
1.01000000e+02	1.36979567e+02
1.02000000e+02	1.42570102e+02
1.03000000e+02	1.48388650e+02
1.04000000e+02	1.54444666e+02
1.05000000e+02	1.60747681e+02
1.06000000e+02	1.67307846e+02
1.07000000e+02	1.74135620e+02
1.08000000e+02	1.81241995e+02
1.09000000e+02	1.88638260e+02
1.10000000e+02	1.96336286e+02
1.11000000e+02	2.04348407e+02
1.12000000e+02	2.12687398e+02
1.13000000e+02	2.21366598e+02
1.14000000e+02	2.30399901e+02
1.15000000e+02	2.39801774e+02
1.16000000e+02	2.49587212e+02
1.17000000e+02	2.59771898e+02
1.18000000e+02	2.70372101e+02
