# Te max au cours du temps
# simu : /Volumes/MERCURE/JOBS/Zeq1_tanh_50mic_1p5e20_B0_20ps/GNU/Te@y-c.set
# col 0 : temps (s)
# col 1 : Te (keV)
# col 2 : indice du max 
# col 3 : position du max (micron) 
#
# max = 9.99999993e-01 au temps 5.000000000000000e-13 , position 5.00000000e-01 microns
#
0.000000000000000e+00	9.99999987e-01	0	5.00000000e-01
5.000000000000000e-13	9.99999993e-01	0	5.00000000e-01
1.009999999999998e-12	9.99999987e-01	0	5.00000000e-01
1.509999999999996e-12	9.99999979e-01	0	5.00000000e-01
2.009999999999998e-12	9.99999966e-01	0	5.00000000e-01
2.500000000000006e-12	9.99999945e-01	0	5.00000000e-01
3.000000000000013e-12	9.99999909e-01	0	5.00000000e-01
3.500000000000021e-12	9.99999850e-01	0	5.00000000e-01
4.000000000000029e-12	9.99999749e-01	0	5.00000000e-01
4.500000000000037e-12	9.99999571e-01	0	5.00000000e-01
5.000000000000045e-12	9.99999256e-01	0	5.00000000e-01
5.500000000000053e-12	9.99998685e-01	0	5.00000000e-01
6.000000000000061e-12	9.99997636e-01	0	5.00000000e-01
6.500000000000069e-12	9.99995675e-01	0	5.00000000e-01
7.000000000000077e-12	9.99991956e-01	0	5.00000000e-01
7.500000000000084e-12	9.99984826e-01	0	5.00000000e-01
8.000000000000092e-12	9.99971107e-01	0	5.00000000e-01
8.500000000000100e-12	9.99944978e-01	0	5.00000000e-01
9.000000000000108e-12	9.99896617e-01	0	5.00000000e-01
9.500000000000116e-12	9.99810932e-01	0	5.00000000e-01
1.000000000000012e-11	9.99666643e-01	0	5.00000000e-01
1.050000000000013e-11	9.99436410e-01	0	5.00000000e-01
1.100000000000014e-11	9.99088590e-01	0	5.00000000e-01
1.150000000000015e-11	9.98590368e-01	0	5.00000000e-01
1.200000000000016e-11	9.97911647e-01	0	5.00000000e-01
1.250000000000016e-11	9.97028880e-01	0	5.00000000e-01
1.300000000000017e-11	9.95928039e-01	0	5.00000000e-01
1.350000000000018e-11	9.94606218e-01	0	5.00000000e-01
1.400000000000019e-11	9.93071755e-01	0	5.00000000e-01
1.450000000000020e-11	9.91343040e-01	0	5.00000000e-01
1.500000000000013e-11	9.89446422e-01	0	5.00000000e-01
1.550000000000006e-11	9.87413661e-01	0	5.00000000e-01
1.600999999999999e-11	9.85235811e-01	0	5.00000000e-01
1.650999999999991e-11	9.83033775e-01	0	5.00000000e-01
1.700999999999984e-11	9.80799020e-01	0	5.00000000e-01
1.750999999999977e-11	9.78561706e-01	0	5.00000000e-01
1.800999999999969e-11	9.76347892e-01	0	5.00000000e-01
1.850999999999962e-11	9.74178991e-01	0	5.00000000e-01
1.900999999999955e-11	9.72071604e-01	0	5.00000000e-01
1.950999999999948e-11	9.70037637e-01	0	5.00000000e-01
2.000999999999940e-11	9.68084627e-01	0	5.00000000e-01
