# ElecX max au cours du temps
# simu : /Volumes/MERCURE/JOBS/Zeq2_tanh_50mic_7p5e19_B0_20ps/GNU/ElecX@y-c.set
# col 0 : temps (s)
# col 1 : ElecX (V/m)
# col 2 : indice du max 
# col 3 : position du max (micron) 
#
# max = 1.24835631e+07 au temps 3.000000000000013e-12 , position 4.79000000e+02 microns
#
0.000000000000000e+00	0.00000000e+00	0	0.00000000e+00
5.000000000000000e-13	1.04855235e+07	456	4.56000000e+02
1.009999999999998e-12	1.14682276e+07	460	4.60000000e+02
1.509999999999996e-12	1.20176549e+07	465	4.65000000e+02
2.009999999999998e-12	1.23206683e+07	470	4.70000000e+02
2.500000000000006e-12	1.24567878e+07	475	4.75000000e+02
3.000000000000013e-12	1.24835631e+07	479	4.79000000e+02
3.500000000000021e-12	1.24284184e+07	483	4.83000000e+02
4.000000000000029e-12	1.23171812e+07	486	4.86000000e+02
4.500000000000037e-12	1.21654418e+07	489	4.89000000e+02
5.000000000000045e-12	1.19865109e+07	492	4.92000000e+02
5.500000000000053e-12	1.17894957e+07	494	4.94000000e+02
6.000000000000061e-12	1.15823466e+07	497	4.97000000e+02
6.500000000000069e-12	1.13700207e+07	499	4.99000000e+02
7.000000000000077e-12	1.11563413e+07	501	5.01000000e+02
7.500000000000084e-12	1.09446705e+07	502	5.02000000e+02
8.000000000000092e-12	1.07370950e+07	504	5.04000000e+02
8.500000000000100e-12	1.05342174e+07	506	5.06000000e+02
9.000000000000108e-12	1.03382294e+07	507	5.07000000e+02
9.500000000000116e-12	1.01482926e+07	508	5.08000000e+02
1.000000000000012e-11	9.96561771e+06	510	5.10000000e+02
1.050000000000013e-11	9.78970658e+06	511	5.11000000e+02
1.100000000000014e-11	9.62025866e+06	512	5.12000000e+02
1.150000000000015e-11	9.45743534e+06	514	5.14000000e+02
1.200000000000016e-11	9.30081808e+06	515	5.15000000e+02
1.250000000000016e-11	9.14963137e+06	516	5.16000000e+02
1.300000000000017e-11	9.00329155e+06	517	5.17000000e+02
1.350000000000018e-11	8.86108275e+06	518	5.18000000e+02
1.400000000000019e-11	8.72229753e+06	520	5.20000000e+02
1.450000000000020e-11	8.58609472e+06	521	5.21000000e+02
1.500000000000013e-11	8.45162756e+06	522	5.22000000e+02
1.550000000000006e-11	8.31839527e+06	523	5.23000000e+02
1.600999999999999e-11	8.18352257e+06	524	5.24000000e+02
1.650999999999991e-11	8.05230626e+06	524	5.24000000e+02
1.700999999999984e-11	7.92244665e+06	525	5.25000000e+02
1.750999999999977e-11	7.79414856e+06	526	5.26000000e+02
1.800999999999969e-11	7.66783073e+06	527	5.27000000e+02
1.850999999999962e-11	7.54392766e+06	528	5.28000000e+02
1.900999999999955e-11	7.42284268e+06	529	5.29000000e+02
1.950999999999948e-11	7.30491826e+06	530	5.30000000e+02
2.000999999999940e-11	7.19052093e+06	530	5.30000000e+02
